,Tcond,M_bar,Rjb,eps_bar,Vs30,outputDir,outputFile,code,hazard_level
391,0.4,7.0151424,6.6739936,1.7727573,260.0,extra/structural_analysis/results/site_hazard/brbf_3_iv/,required_records_hz_15.txt,brbf_3_iv,15
392,0.4,7.0235767,6.3713775,1.8579066,260.0,extra/structural_analysis/results/site_hazard/brbf_3_iv/,required_records_hz_16.txt,brbf_3_iv,16
393,0.4,7.0296736,6.1517916,1.9245902,260.0,extra/structural_analysis/results/site_hazard/brbf_3_iv/,required_records_hz_17.txt,brbf_3_iv,17
394,0.4,7.035925,5.925809,1.9980485,260.0,extra/structural_analysis/results/site_hazard/brbf_3_iv/,required_records_hz_18.txt,brbf_3_iv,18
395,0.4,7.043641,5.6456137,2.096808,260.0,extra/structural_analysis/results/site_hazard/brbf_3_iv/,required_records_hz_19.txt,brbf_3_iv,19
396,0.4,7.0491724,5.4438195,2.1739001,260.0,extra/structural_analysis/results/site_hazard/brbf_3_iv/,required_records_hz_20.txt,brbf_3_iv,20
397,0.4,7.0532794,5.293447,2.2350082,260.0,extra/structural_analysis/results/site_hazard/brbf_3_iv/,required_records_hz_21.txt,brbf_3_iv,21
398,0.4,7.0564113,5.1784453,2.284063,260.0,extra/structural_analysis/results/site_hazard/brbf_3_iv/,required_records_hz_22.txt,brbf_3_iv,22
399,0.4,7.062228,4.9641333,2.381453,260.0,extra/structural_analysis/results/site_hazard/brbf_3_iv/,required_records_hz_23.txt,brbf_3_iv,23
400,0.4,7.066577,4.803275,2.460309,260.0,extra/structural_analysis/results/site_hazard/brbf_3_iv/,required_records_hz_24.txt,brbf_3_iv,24
401,0.4,7.0698676,4.681227,2.5238976,260.0,extra/structural_analysis/results/site_hazard/brbf_3_iv/,required_records_hz_25.txt,brbf_3_iv,25
402,0.4,7.0846214,4.130825,2.863953,260.0,extra/structural_analysis/results/site_hazard/brbf_3_iv/,required_records_hz_26.txt,brbf_3_iv,26
403,0.4,7.1012845,3.4952786,3.4619033,260.0,extra/structural_analysis/results/site_hazard/brbf_3_iv/,required_records_hz_27.txt,brbf_3_iv,27
404,0.4,7.106421,3.2744997,3.7970083,260.0,extra/structural_analysis/results/site_hazard/brbf_3_iv/,required_records_hz_28.txt,brbf_3_iv,28
405,0.4,7.1074824,3.2200792,3.9018097,260.0,extra/structural_analysis/results/site_hazard/brbf_3_iv/,required_records_hz_29.txt,brbf_3_iv,29
406,0.75,6.247858,45.136467,-0.3565718,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_1.txt,brbf_6_ii,1
407,0.75,6.601211,28.22232,0.0051185405,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_2.txt,brbf_6_ii,2
408,0.75,6.782385,21.991953,0.22856997,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_3.txt,brbf_6_ii,3
409,0.75,6.890027,18.211988,0.38277256,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_4.txt,brbf_6_ii,4
410,0.75,6.9627876,15.372036,0.5128593,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_5.txt,brbf_6_ii,5
411,0.75,7.009892,13.321918,0.62350655,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_6.txt,brbf_6_ii,6
412,0.75,7.0471525,11.54277,0.740758,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_7.txt,brbf_6_ii,7
413,0.75,7.0727534,10.22772,0.8480374,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_8.txt,brbf_6_ii,8
414,0.75,7.090749,9.257493,0.94404024,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_9.txt,brbf_6_ii,9
415,0.75,7.1066875,8.36997,1.0496627,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_10.txt,brbf_6_ii,10
416,0.75,7.1179605,7.7302175,1.1401514,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_11.txt,brbf_6_ii,11
417,0.75,7.127195,7.2020497,1.2268682,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_12.txt,brbf_6_ii,12
418,0.75,7.136213,6.6862597,1.325154,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_13.txt,brbf_6_ii,13
419,0.75,7.1422005,6.3457866,1.3993614,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_14.txt,brbf_6_ii,14
420,0.75,7.147895,6.0249395,1.477768,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_15.txt,brbf_6_ii,15
421,0.75,7.153868,5.6929297,1.5695709,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_16.txt,brbf_6_ii,16
422,0.75,7.158085,5.4621444,1.6412101,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_17.txt,brbf_6_ii,17
423,0.75,7.161218,5.292929,1.6986259,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_18.txt,brbf_6_ii,18
424,0.75,7.1654243,5.069137,1.7820885,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_19.txt,brbf_6_ii,19
425,0.75,7.1691117,4.876243,1.8622073,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_20.txt,brbf_6_ii,20
426,0.75,7.1718063,4.737295,1.9255123,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_21.txt,brbf_6_ii,21
427,0.75,7.1738334,4.633797,1.976195,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_22.txt,brbf_6_ii,22
428,0.75,7.175699,4.5392447,2.0254729,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_23.txt,brbf_6_ii,23
429,0.75,7.1785917,4.393816,2.1076055,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_24.txt,brbf_6_ii,24
430,0.75,7.180726,4.287048,2.1735487,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_25.txt,brbf_6_ii,25
431,0.75,7.1880426,3.9156141,2.453019,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_26.txt,brbf_6_ii,26
432,0.75,7.1943254,3.500424,2.9211051,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_27.txt,brbf_6_ii,27
433,0.75,7.193978,3.294119,3.276066,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_28.txt,brbf_6_ii,28
434,0.75,7.188404,3.1357424,3.6610725,260.0,extra/structural_analysis/results/site_hazard/brbf_6_ii/,required_records_hz_29.txt,brbf_6_ii,29
435,0.5,6.186371,41.159878,-0.3833517,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_1.txt,brbf_6_iv,1
436,0.5,6.513656,25.850988,0.04889513,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_2.txt,brbf_6_iv,2
437,0.5,6.6827655,20.493635,0.30477813,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_3.txt,brbf_6_iv,3
438,0.5,6.79181,17.082706,0.48776266,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_4.txt,brbf_6_iv,4
439,0.5,6.864257,14.675897,0.631182,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_5.txt,brbf_6_iv,5
440,0.5,6.9148703,12.891258,0.75393635,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_6.txt,brbf_6_iv,6
441,0.5,6.952431,11.504309,0.866255,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_7.txt,brbf_6_iv,7
442,0.5,6.984629,10.272626,0.98528177,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_8.txt,brbf_6_iv,8
443,0.5,7.005325,9.461424,1.0777917,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_9.txt,brbf_6_iv,9
444,0.5,7.0267487,8.60744,1.191865,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_10.txt,brbf_6_iv,10
445,0.5,7.041073,8.029502,1.2817616,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_11.txt,brbf_6_iv,11
446,0.5,7.053416,7.5277166,1.3704728,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_12.txt,brbf_6_iv,12
447,0.5,7.065764,7.022618,1.4722768,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_13.txt,brbf_6_iv,13
448,0.5,7.073994,6.6842766,1.5490673,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_14.txt,brbf_6_iv,14
449,0.5,7.081185,6.3874383,1.6232651,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_15.txt,brbf_6_iv,15
450,0.5,7.089806,6.029695,1.7227705,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_16.txt,brbf_6_iv,16
451,0.5,7.095807,5.779001,1.800269,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_17.txt,brbf_6_iv,17
452,0.5,7.100209,5.5938916,1.862292,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_18.txt,brbf_6_iv,18
453,0.5,7.1052413,5.380559,1.9395643,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_19.txt,brbf_6_iv,19
454,0.5,7.1105337,5.1534333,2.0296707,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_20.txt,brbf_6_iv,20
455,0.5,7.114306,4.9891505,2.1006553,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_21.txt,brbf_6_iv,21
456,0.5,7.1170864,4.8663077,2.1573567,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_22.txt,brbf_6_iv,22
457,0.5,7.119192,4.7720737,2.2031765,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_23.txt,brbf_6_iv,23
458,0.5,7.1229305,4.6014447,2.2918704,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_24.txt,brbf_6_iv,24
459,0.5,7.1257725,4.4680157,2.3670235,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_25.txt,brbf_6_iv,25
460,0.5,7.1348715,4.001798,2.6819658,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_26.txt,brbf_6_iv,26
461,0.5,7.1423316,3.4697917,3.2117364,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_27.txt,brbf_6_iv,27
462,0.5,7.1435266,3.2123134,3.6166012,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_28.txt,brbf_6_iv,28
463,0.5,7.143305,3.1468186,3.7533872,260.0,extra/structural_analysis/results/site_hazard/brbf_6_iv/,required_records_hz_29.txt,brbf_6_iv,29
464,1.0,6.2840405,47.616203,-0.38530666,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_1.txt,brbf_9_ii,1
465,1.0,6.6582394,29.656725,-0.06127134,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_2.txt,brbf_9_ii,2
466,1.0,6.8488994,22.78023,0.14843123,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_3.txt,brbf_9_ii,3
467,1.0,6.9565387,18.671396,0.29436272,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_4.txt,brbf_9_ii,4
468,1.0,7.025145,15.629733,0.41778794,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_5.txt,brbf_9_ii,5
469,1.0,7.0697284,13.317596,0.53073955,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_6.txt,brbf_9_ii,6
470,1.0,7.101468,11.430103,0.6460646,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_7.txt,brbf_9_ii,7
471,1.0,7.1229367,10.010144,0.7556245,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_8.txt,brbf_9_ii,8
472,1.0,7.1369057,9.020727,0.8495902,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_9.txt,brbf_9_ii,9
473,1.0,7.1500278,8.051598,0.9620279,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_10.txt,brbf_9_ii,10
474,1.0,7.158171,7.4388885,1.04748,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_11.txt,brbf_9_ii,11
475,1.0,7.166499,6.813265,1.150438,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_12.txt,brbf_9_ii,12
476,1.0,7.172695,6.3557615,1.2389464,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_13.txt,brbf_9_ii,13
477,1.0,7.1770773,6.0401835,1.3083658,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_14.txt,brbf_9_ii,14
478,1.0,7.182929,5.633722,1.4105881,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_15.txt,brbf_9_ii,15
479,1.0,7.187009,5.363282,1.488617,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_16.txt,brbf_9_ii,16
480,1.0,7.190013,5.172165,1.5497454,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_17.txt,brbf_9_ii,17
481,1.0,7.1939945,4.930449,1.6356902,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_18.txt,brbf_9_ii,18
482,1.0,7.1975493,4.7266755,1.7172453,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_19.txt,brbf_9_ii,19
483,1.0,7.2002034,4.5822806,1.7811631,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_20.txt,brbf_9_ii,20
484,1.0,7.202239,4.4761157,1.8319768,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_21.txt,brbf_9_ii,21
485,1.0,7.204977,4.33965,1.902826,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_22.txt,brbf_9_ii,22
486,1.0,7.2077923,4.206916,1.9787425,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_23.txt,brbf_9_ii,23
487,1.0,7.209964,4.109711,2.039513,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_24.txt,brbf_9_ii,24
488,1.0,7.211673,4.036319,2.088758,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_25.txt,brbf_9_ii,25
489,1.0,7.220758,3.6894186,2.3743517,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_26.txt,brbf_9_ii,26
490,1.0,7.2319427,3.3457901,2.8071866,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_27.txt,brbf_9_ii,27
491,1.0,7.238514,3.1671498,3.1604166,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_28.txt,brbf_9_ii,28
492,1.0,7.242547,3.0293334,3.5709658,260.0,extra/structural_analysis/results/site_hazard/brbf_9_ii/,required_records_hz_29.txt,brbf_9_ii,29
493,0.75,6.247858,45.136467,-0.3565718,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_1.txt,brbf_9_iv,1
494,0.75,6.601211,28.22232,0.0051185405,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_2.txt,brbf_9_iv,2
495,0.75,6.782385,21.991953,0.22856997,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_3.txt,brbf_9_iv,3
496,0.75,6.890027,18.211988,0.38277256,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_4.txt,brbf_9_iv,4
497,0.75,6.9627876,15.372036,0.5128593,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_5.txt,brbf_9_iv,5
498,0.75,7.009892,13.321918,0.62350655,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_6.txt,brbf_9_iv,6
499,0.75,7.0471525,11.54277,0.740758,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_7.txt,brbf_9_iv,7
500,0.75,7.0727534,10.22772,0.8480374,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_8.txt,brbf_9_iv,8
501,0.75,7.090749,9.257493,0.94404024,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_9.txt,brbf_9_iv,9
502,0.75,7.1066875,8.36997,1.0496627,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_10.txt,brbf_9_iv,10
503,0.75,7.1179605,7.7302175,1.1401514,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_11.txt,brbf_9_iv,11
504,0.75,7.127195,7.2020497,1.2268682,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_12.txt,brbf_9_iv,12
505,0.75,7.136213,6.6862597,1.325154,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_13.txt,brbf_9_iv,13
506,0.75,7.1422005,6.3457866,1.3993614,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_14.txt,brbf_9_iv,14
507,0.75,7.147895,6.0249395,1.477768,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_15.txt,brbf_9_iv,15
508,0.75,7.153868,5.6929297,1.5695709,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_16.txt,brbf_9_iv,16
509,0.75,7.158085,5.4621444,1.6412101,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_17.txt,brbf_9_iv,17
510,0.75,7.161218,5.292929,1.6986259,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_18.txt,brbf_9_iv,18
511,0.75,7.1654243,5.069137,1.7820885,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_19.txt,brbf_9_iv,19
512,0.75,7.1691117,4.876243,1.8622073,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_20.txt,brbf_9_iv,20
513,0.75,7.1718063,4.737295,1.9255123,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_21.txt,brbf_9_iv,21
514,0.75,7.1738334,4.633797,1.976195,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_22.txt,brbf_9_iv,22
515,0.75,7.175699,4.5392447,2.0254729,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_23.txt,brbf_9_iv,23
516,0.75,7.1785917,4.393816,2.1076055,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_24.txt,brbf_9_iv,24
517,0.75,7.180726,4.287048,2.1735487,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_25.txt,brbf_9_iv,25
518,0.75,7.1880426,3.9156141,2.453019,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_26.txt,brbf_9_iv,26
519,0.75,7.1943254,3.500424,2.9211051,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_27.txt,brbf_9_iv,27
520,0.75,7.193978,3.294119,3.276066,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_28.txt,brbf_9_iv,28
521,0.75,7.188404,3.1357424,3.6610725,260.0,extra/structural_analysis/results/site_hazard/brbf_9_iv/,required_records_hz_29.txt,brbf_9_iv,29
